label,sentence
neutral,Wie sieht dein Arbeitsalltag aus?
neutral,Welche Waren sind hier besonders beliebt?
neutral,Bist du zufrieden mit deinem Job?
neutral,Hast du schon mal etwas Ungewöhnliches gehandelt?
neutral,Wie lange bleibst du heute noch hier?
neutral,"Ist es schwierig, hier Käufer zu finden?"
neutral,Bekommst du oft Besuch von Händlern?
neutral,Kannst du mir etwas über die Stadt erzählen?
neutral,Hast du viele Stammkunden?
neutral,Gibt es hier auch Handwerk zu bestaunen?
neutral,Wie gefällt dir die Umgebung hier?
neutral,"Hast du Tipps für mich, was ich kaufen sollte?"
neutral,"Gibt es eine Geschäftsordnung, der du folgst?"
neutral,Wie setzt sich dein Warenangebot zusammen?
neutral,Ist der Handel hier gut geregelt?
neutral,Kannst du mir bei einem Tauschgeschäft helfen?
unfreundlich,"Hey, du nutzloser Villager, zeig mir deine Waren!"
unfreundlich,"Was für ein erbärmlicher Händler du bist, ich will bessere Angebote!"
unfreundlich,"Los, du fauler Kerl, arbeite schneller!"
unfreundlich,"Hey, du dummer NPC, beeil dich mit dem Handel!"
unfreundlich,"Du bist der schlechteste Händler, den ich je gesehen habe!"
unfreundlich,"Mach schon, du faules Stück Fleisch, zeig mir was du kannst!"
unfreundlich,Kannst du überhaupt irgendetwas Nützliches?
unfreundlich,Du bist so nutzlos wie ein alter nasser Schwamm!
unfreundlich,"Gib endlich vernünftige Preise, du gieriges Schwein!"
unfreundlich,"Hör auf mit deinem Gejammer und mach deine Arbeit, du Faulpelz!"
unfreundlich,"Ich könnte genauso gut mit einem Kaktus handeln, du Versager!"
unfreundlich,"Deine Waren sind so schlecht, sie gehören in den Müll!"
unfreundlich,"Ich wünschte, ich hätte einen anderen Händler, der nicht so ein Idiot ist wie du!"
unfreundlich,"Bist du taub? Ich will bessere Angebote, du dumme Kreatur!"
unfreundlich,"Deine Mutter war bestimmt eine Kuh, du minderwertiger Händler!"
unfreundlich,Schwächling! Zeig mir endlich etwas Wertvolles!
unfreundlich,"Du bist so langsam, selbst eine Schnecke ist schneller als du!"
unfreundlich,"Warum bist du so nutzlos, du fauler Tagedieb?"
unfreundlich,"Deine Waren sind so schlecht, dass sie nicht mal ein Bettler kaufen würde!"
unfreundlich,"Mach dich nützlich und gib mir vernünftige Preise, du elender Tölpel!"
unfreundlich,"Du bist eine Schande für alle Villager, fauler Sack!"
unfreundlich,"Gib mir endlich gute Angebote, du faule Kreatur!"
unfreundlich,Ich habe schon bessere Händler in einer Mülltonne gesehen!
unfreundlich,"Deine Preise sind so überhöht, du gieriger Wicht!"
unfreundlich,"Bist du so dumm, weil du nur Stroh im Kopf hast, du nutzloser NPC?"
sehr freundlich,Hallo lieber Villager! Wie geht es dir heute?
sehr freundlich,Schön dich zu sehen! Hast du neue Angebote für mich?
sehr freundlich,Guten Tag! Ich freue mich auf unser Handeln.
sehr freundlich,"Hey, du! Deine Trades sind immer top, danke!"
sehr freundlich,Hallo! Deine Waren sind immer von bester Qualität.
sehr freundlich,"Freut mich, dich zu treffen! Zeig mir doch mal deine Sachen."
sehr freundlich,Hallo netter Villager! Welche Trades kannst du mir anbieten?
sehr freundlich,"Danke fürs Handeln, du bist großartig!"
sehr freundlich,Schön dich zu sehen! Deine Freundlichkeit ist ansteckend.
sehr freundlich,Hallo! Ich bin immer wieder beeindruckt von deinem Sortiment.
sehr freundlich,"Guten Tag, mein Freund! Lass uns wieder Geschäfte machen."
sehr freundlich,Hey! Deine Preise sind fair und deine Waren toll.
sehr freundlich,Hallo lieber Villager! Deine Zuverlässigkeit beeindruckt mich.
sehr freundlich,Schön dich zu treffen! Deine Trades machen mich glücklich.
sehr freundlich,Hallo! Ich schätze deine Handelsbereitschaft sehr.
sehr freundlich,"Guten Tag, mein Freund! Deine Professionalität ist vorbildlich."
sehr freundlich,"Hey! Deine Waren sind immer genau das, was ich brauche."
sehr freundlich,Hallo! Deine Freundlichkeit ist wie ein Sonnenstrahl am Tag.
sehr freundlich,Schön dich zu sehen! Deine Trades sind immer fair.
sehr freundlich,Hallo netter Villager! Deine Waren sind unschlagbar.
sehr freundlich,"Danke fürs Handeln, du machst meinen Tag besser!"
sehr freundlich,Schön dich zu treffen! Ich freue mich auf unsere Geschäfte.
sehr freundlich,Hallo! Deine Zuverlässigkeit ist wirklich lobenswert.
sehr freundlich,"Guten Tag, mein Freund! Deine Waren sind einfach klasse."
sehr freundlich,Hey! Deine Handelsbereitschaft ist bewundernswert.
neutral,Kannst du mir etwas über deine Dorfbewohner erzählen?
neutral,Hast du schon lange hier gelebt?
neutral,Wie ist das Wetter heute in deinem Dorf?
neutral,Hast du viele Besucher hier?
neutral,Gibt es hier besondere Sehenswürdigkeiten?
neutral,Kannst du mir den Weg zum nächsten Dorf zeigen?
neutral,Hast du schon von der Legende des verlorenen Schatzes gehört?
neutral,Welche Pflanzen wachsen hier am besten?
neutral,Hast du einen Lieblingsplatz hier im Dorf?
neutral,Wie sind die Beziehungen zu den umliegenden Dörfern?
neutral,Bist du zufrieden mit deinem Beruf?
neutral,Könntest du mir bei der Suche nach einem Handwerker helfen?
neutral,Wie viele Handwerker gibt es hier im Dorf?
neutral,Gibt es hier auch eine Bibliothek?
neutral,Hast du schon mal einen Enderman in der Nähe gesehen?
neutral,Hast du eine Lieblingsjahreszeit?
neutral,Wie schützt ihr euch vor feindlichen Kreaturen?
neutral,Gibt es hier einen besonderen Markttag?
neutral,Welche Ressourcen sind hier besonders gefragt?
neutral,Wie sieht ein typischer Tagesablauf hier bei euch aus?
neutral,Gibt es hier auch eine Kirche oder Kapelle?
neutral,Habt ihr hier besondere Traditionen oder Feste?
neutral,Wie wird hier das neue Jahr begrüßt?
neutral,Könntest du mir etwas über die Geschichte dieses Dorfes erzählen?
neutral,Gibt es hier auch einen Dorfältesten?
unfreundlich,"Hey, du fauler Nichtsnutz, beeil dich mit dem Handel!"
unfreundlich,"Sag mir endlich, was du zu bieten hast, du nutzloser Villager!"
unfreundlich,"Du machst mich wahnsinnig mit deinem langsamen Tempo, du faules Stück!"
unfreundlich,"Komm schon, du elender Tagedieb, zeig mir deine Waren!"
unfreundlich,"Ich hab keine Zeit für deine Spielchen, du unnützer Dorfbewohner!"
unfreundlich,"Du bist so nutzlos wie ein Kaktus in der Wüste, du Versager!"
unfreundlich,"Du bist genauso hilfreich wie ein Schwein im Weltraum, du Dödel!"
unfreundlich,"Gib endlich Gas, du lahme Ente, ich will handeln!"
unfreundlich,"Du bist so unfähig wie ein Fisch auf dem Fahrrad, du Versager!"
unfreundlich,"Wenn du nicht bald besser wirst, werde ich dich verfluchen, du elendiger NPC!"
unfreundlich,"Deine Angebote sind so schlecht, selbst ein Zombie könnte bessere Deals machen, du Versager!"
unfreundlich,"Du bist so langsam wie eine Schnecke auf Valium, du faules Stück!"
unfreundlich,"Ich habe schon bessere Trades von einem Esel gesehen, du Nichtsnutz!"
unfreundlich,"Mach schneller, du lahme Schnecke, ich habe keine Geduld mehr!"
unfreundlich,"Deine Preise sind so überhöht, selbst ein Skelett würde lachen, du Abzocker!"
unfreundlich,"Ich habe schon bessere Trades mit einem Creeper gemacht, du Versager!"
unfreundlich,"Du bist so nutzlos wie ein Regenschirm in der Wüste, du Idiot!"
unfreundlich,"Wenn du nicht bald besser wirst, werde ich dich verfluchen, du faules Stück!"
unfreundlich,"Komm schon, du nutzloser Villager, zeig mir deine Waren!"
unfreundlich,"Deine Deals sind so miserabel, selbst ein Enderman würde sich schämen, du Versager!"
sehr freundlich,Hallo lieber Villager! Hast du heute besondere Angebote?
sehr freundlich,"Guten Tag, mein freundlicher Händler! Was gibt es Neues bei dir?"
sehr freundlich,"Schön dich zu sehen, lieber Villager! Zeig mir doch mal deine Waren."
sehr freundlich,"Hallo! Du siehst heute besonders gut aus, mein lieber Villager."
sehr freundlich,"Guten Morgen! Bist du bereit für ein paar gute Geschäfte, lieber Villager?"
sehr freundlich,Hallo mein treuer Handelspartner! Was hast du für mich heute?
sehr freundlich,"Guten Tag, lieber Villager! Ich hoffe du hast etwas Interessantes für mich."
sehr freundlich,"Hallo! Deine Waren sind immer von bester Qualität, lieber Villager."
sehr freundlich,"Guten Morgen, mein geschätzter Händler! Was kannst du mir heute anbieten?"
sehr freundlich,Hallo mein lieber Villager! Ich freue mich schon auf unsere Handelsgespräche.
sehr freundlich,"Guten Tag, mein freundlicher NPC! Lass uns über deine Angebote sprechen."
sehr freundlich,"Hallo! Ich bin wieder da, um deine Schätze zu erkunden, lieber Villager."
sehr freundlich,"Guten Morgen, lieber Händler! Welche Schätze hast du heute für mich?"
sehr freundlich,"Hallo mein treuer NPC-Freund! Zeig mir doch mal, was du zu bieten hast."
sehr freundlich,"Guten Tag, mein lieber Villager! Ich bin gespannt auf deine Waren."
sehr freundlich,"Hallo! Deine Geschäfte sind immer eine Freude, lieber Villager."
sehr freundlich,"Guten Morgen, mein geschätzter Handelspartner! Was gibt es Neues bei dir?"
sehr freundlich,Hallo mein lieber Villager! Ich hoffe du hast etwas Besonderes für mich.
sehr freundlich,"Guten Tag, mein freundlicher Händler! Zeig mir deine besten Waren."
sehr freundlich,"Hallo! Es ist immer ein Vergnügen, mit dir zu handeln, lieber Villager."
sehr freundlich,"Guten Morgen, mein treuer Handelspartner! Welche Schätze versteckst du heute?"
sehr freundlich,Hallo mein lieber Villager! Ich freue mich auf unsere Handelsgespräche.
sehr freundlich,"Guten Tag, mein freundlicher NPC! Was hast du heute für mich vorbereitet?"
sehr freundlich,"Hallo! Deine Waren sind immer von bester Qualität, lieber Villager."
sehr freundlich,"Guten Morgen, lieber Händler! Zeig mir doch mal, was du im Angebot hast."
neutral,Kannst du mir helfen?
neutral,Was hast du heute schon gemacht?
neutral,Bist du hier geboren?
neutral,Ist das Wetter draußen schön?
neutral,Hast du Geschwister?
neutral,Bist du oft alleine?
neutral,"Magst du es, hier zu leben?"
neutral,Kannst du mir einen Tipp geben?
neutral,Hast du einen Lieblingsort hier?
neutral,Hast du heute viel zu tun?
neutral,Wie lange lebst du schon hier?
neutral,Was denkst du über die Menschen hier?
neutral,Hast du schon mal das Dorf verlassen?
neutral,Wie findest du die Landschaft hier?
neutral,Hast du eine Familie?
neutral,Gibt es hier viele Besucher?
neutral,Hast du schon viel erlebt?
neutral,Was machst du in deiner Freizeit?
neutral,Gefällt dir dein Zuhause hier?
neutral,Hast du viele Freunde?
neutral,Wie sieht dein Tagesablauf aus?
neutral,Hast du einen Traum?
neutral,Bist du zufrieden mit deinem Leben?
neutral,Was war dein schönstes Erlebnis hier?
neutral,Kannst du gut kochen?
unfreundlich,"Hey, du dämlicher Villager, mach mal hin mit den Trades!"
unfreundlich,"Warum bist du so unnütz, Villager?"
unfreundlich,"Los, du faules Stück Scheiße, zeig mir deine Waren!"
unfreundlich,"Sag mir sofort, was du zu bieten hast, du nutzloses Stück Dreck!"
unfreundlich,"Hör auf so zu zögern, du verfickter Villager!"
unfreundlich,"Bist du taub, du verdammter Idiot? Zeig mir endlich deine verdammten Trades!"
unfreundlich,So ein beschissener Villager wie du sollte lieber im Dreck kriechen!
unfreundlich,"Komm schon, du fauler Bastard, beeil dich mit den verdammten Geschäften!"
unfreundlich,"Ich schwöre, wenn du nicht bald besser wirst, wirst du es bereuen, du elender Villager!"
unfreundlich,"Deine Mutter war bestimmt ein Zombie, du erbärmlicher Villager!"
unfreundlich,"Wenn ich könnte, würde ich dich gleich in den Lavasee werfen, du nutzloser Villager!"
unfreundlich,"Ich wünschte, du wärst nie aus deinem verdammten Dorf rausgekommen, du stinkender Villager!"
unfreundlich,"Deine Trades sind genauso wertlos wie du, du dreckiger Villager!"
unfreundlich,"Verpiss dich, du unnötiger Villager, ich will jemanden mit vernünftigen Preisen!"
unfreundlich,"Du bist so nutzlos wie ein Schwein ohne Schlamm, du beschissener Villager!"
unfreundlich,"Wenn ich deine Trades sehen muss, könnte ich kotzen, du widerlicher Villager!"
unfreundlich,"Deine Geschäfte sind ein Witz, du verdammter Versager!"
unfreundlich,"Komm schon, du faule Kreatur, zeig mir was Anständiges!"
unfreundlich,"Warum bist du nur so unfähig, du dummer Villager?"
unfreundlich,"Ich habe schon bessere Geschäfte mit Schweinen gemacht, du elender Villager!"
unfreundlich,"Du bist so nutzlos wie ein Kaktus in der Wüste, du erbärmlicher Villager!"
unfreundlich,"Ich würde lieber mit einem Creeper handeln als mit dir, du verfickter Villager!"
unfreundlich,"Sag mal, hast du schon mal was von Kundenfreundlichkeit gehört, du verdammter Villager?"
unfreundlich,"Wenn du nicht bald besser wirst, werde ich dich persönlich aus deinem verdammten Dorf jagen, du nutzloser Villager!"
sehr freundlich,Hallo lieber Villager! Wie geht es dir heute?
sehr freundlich,"Schönen Tag, mein Freund! Hast du neue Angebote?"
sehr freundlich,Guten Morgen! Kannst du mir etwas Interessantes anbieten?
sehr freundlich,"Hey, toller Villager! Wie läuft dein Geschäft?"
sehr freundlich,"Hallo! Ich freue mich, dich zu sehen! Was hast du heute für mich?"
sehr freundlich,"Guten Tag, lieber Händler! Bist du bereit für ein Geschäft?"
sehr freundlich,Hallo guter Villager! Deine Waren sind immer top!
sehr freundlich,Schönen Tag! Deine Freundlichkeit ist ansteckend.
sehr freundlich,Hey! Dein Stand sieht heute besonders gut aus!
sehr freundlich,"Hallo, mein lieber Villager! Deine Trades sind immer fair."
sehr freundlich,Guten Morgen! Dein Lächeln ist ansteckend!
sehr freundlich,"Hallo, freundlicher Villager! Was hast du heute im Angebot?"
sehr freundlich,"Hey, mein Freund! Deine Waren sind immer von bester Qualität."
sehr freundlich,"Guten Tag, lieber Händler! Welche Schätze hast du heute?"
sehr freundlich,Hallo! Deine Trades machen mich immer glücklich.
sehr freundlich,Schönen Tag! Deine Professionalität ist bewundernswert.
sehr freundlich,"Hey, guter Villager! Deine Angebote sind immer unschlagbar."
sehr freundlich,"Hallo, mein lieber Händler! Bist du bereit für ein Geschäft?"
sehr freundlich,Guten Morgen! Deine Zuverlässigkeit ist beeindruckend.
sehr freundlich,Hallo! Deine Freundlichkeit bringt Freude in meinen Tag.
sehr freundlich,"Schönen Tag, mein Freund! Hast du etwas Besonderes im Angebot?"
sehr freundlich,"Hey, guter Villager! Dein Stand ist immer so ordentlich."
sehr freundlich,"Hallo, lieber Händler! Deine Waren sind immer eine Freude."
sehr freundlich,Guten Tag! Danke für deine stets guten Angebote.
sehr freundlich,Hallo! Deine Professionalität macht das Handeln immer angenehm.
neutral,Kannst du mir helfen?
neutral,Wie geht es dir heute?
neutral,Hast du schon lange hier gelebt?
neutral,Bist du öfters draußen?
neutral,Hast du Familie?
neutral,Ist es hier sicher?
neutral,Was machst du den ganzen Tag?
neutral,Kannst du kochen?
neutral,Hast du schon viele Reisende getroffen?
neutral,Wie ist das Wetter heute?
neutral,Hast du schon mal Abenteuer erlebt?
neutral,Hast du Lieblingsbeschäftigungen?
neutral,Wie lange bist du schon hier?
neutral,Kannst du mir Geschichten erzählen?
neutral,Hast du besondere Fähigkeiten?
neutral,Bist du hier glücklich?
neutral,Kannst du mir einen Tipp geben?
neutral,Möchtest du mal etwas unternehmen?
neutral,Wie findest du die Landschaft hier?
neutral,Hast du schon mal die Umgebung erkundet?
neutral,Kannst du mir den Weg zeigen?
neutral,Hast du viele Freunde hier?
neutral,Wie beurteilst du die Lage hier?
neutral,Hast du schon viele Besucher gehabt?
neutral,Kannst du mir etwas über die Geschichte hier erzählen?
unfreundlich,"Hey, du faules Stück Dreck, hast du überhaupt was Nützliches zu bieten?"
unfreundlich,"Du nutzloses Stück Scheiße, beeil dich mit deinen lächerlichen Trades!"
unfreundlich,Kannst du überhaupt etwas Vernünftiges oder bist du nur ein sinnloser Zeitvertreib?
unfreundlich,"Du armselige Kreatur, mach mich nicht wütend mit deinem nutzlosen Gequatsche!"
unfreundlich,"Halt deine verdammte Klappe, du unwürdiger Wicht!"
unfreundlich,"Was zum Teufel denkst du, wer du bist, um mir so zu begegnen?"
unfreundlich,"Deine Trades sind ein Witz, du armselige Kreatur!"
unfreundlich,"Hör auf, meine Zeit zu verschwenden, du elender Tropf!"
unfreundlich,"Du gehörst in den Müll, nicht hierher, du nutzloses Stück Elend!"
unfreundlich,"Gib endlich vernünftige Angebote raus, du erbärmlicher Witz von einem Händler!"
unfreundlich,"Du bist so nutzlos, dass es mich wundert, dass du überhaupt atmen kannst!"
unfreundlich,"Mach schon, du lahme Ente, zeig mir was Anständiges!"
unfreundlich,"Ich schwöre, wenn du nicht bald was Brauchbares hast, werde ich dich persönlich entsorgen!"
unfreundlich,"Kannst du überhaupt irgendetwas außer dummes Zeug reden, du armselige Kreatur?"
